TM Record 1 - Number: 0, Record Type: 128
TM Record 188b - Number: 96b5, Record Type: 1
TM Record 188c - Number: 93cc, Record Type: 2
TM Record 188d - Number: 93cc, Record Type: 2
TM Record 188e - Number: 93cc, Record Type: 2
TM Record 188f - Number: 96a9, Record Type: 1
TM Record 1890 - Number: 93cc, Record Type: 2
TM Record 1891 - Number: 93cc, Record Type: 2
TM Record 1892 - Number: 967e, Record Type: 1
TM Record 1893 - Number: 93cc, Record Type: 2
TM Record 1894 - Number: 967e, Record Type: 1
TM Record 1895 - Number: 93cc, Record Type: 2
TM Record 1896 - Number: 93cc, Record Type: 2
TM Record 1897 - Number: 968e, Record Type: 1
TM Record 1898 - Number: 93cc, Record Type: 2
TM Record 1899 - Number: 93cd, Record Type: 2
TM Record 189a - Number: 93cd, Record Type: 2
TM Record 189b - Number: 9682, Record Type: 1
TM Record 189c - Number: 93cd, Record Type: 2
TM Record 189d - Number: 93cd, Record Type: 2
TM Record 189e - Number: 9657, Record Type: 1
TM Record 189f - Number: 93cd, Record Type: 2
TM Record 18a0 - Number: 9657, Record Type: 1
TM Record 18a1 - Number: 93cd, Record Type: 2
TM Record 18a2 - Number: 93cd, Record Type: 2
TM Record 18a3 - Number: 93cd, Record Type: 2
TM Record 18a4 - Number: 93cd, Record Type: 2
TM Record 18a5 - Number: 9667, Record Type: 1
TM Record 18a6 - Number: 93cd, Record Type: 2
TM Record 18a7 - Number: 93cd, Record Type: 2
TM Record 18a8 - Number: 93cd, Record Type: 2
TM Record 18a9 - Number: 965b, Record Type: 1
TM Record 18aa - Number: 93cd, Record Type: 2
TM Record 18ab - Number: 93cd, Record Type: 2
TM Record 18ac - Number: 9630, Record Type: 1
TM Record 18ad - Number: 93cd, Record Type: 2
TM Record 18ae - Number: 9630, Record Type: 1
TM Record 18af - Number: 93ce, Record Type: 2
TM Record 18b0 - Number: 93ce, Record Type: 2
TM Record 18b1 - Number: 9640, Record Type: 1
TM Record 18b2 - Number: 93ce, Record Type: 2
TM Record 18b3 - Number: 93ce, Record Type: 2
TM Record 18b4 - Number: 93ce, Record Type: 2
TM Record 18b5 - Number: 9634, Record Type: 1
TM Record 18b6 - Number: 93ce, Record Type: 2
TM Record 18b7 - Number: 93d8, Record Type: 2
TM Record 18b8 - Number: 93f2, Record Type: 1
TM Record 18b9 - Number: 93d8, Record Type: 2
TM Record 18ba - Number: 93d8, Record Type: 2
TM Record 18bb - Number: 93d8, Record Type: 2
TM Record 18bc - Number: 93da, Record Type: 1
TM Record 18bd - Number: 93d8, Record Type: 2
TM Record 18be - Number: 93d8, Record Type: 2
TM Record 18bf - Number: 93d8, Record Type: 2
TM Record 18c0 - Number: 93d6, Record Type: 1
TM Record 18c1 - Number: 93d8, Record Type: 2
TM Record 18c2 - Number: 93d8, Record Type: 2
TM Record 18c3 - Number: 93d8, Record Type: 2
TM Record 18c4 - Number: 93d8, Record Type: 2
TM Record 18c5 - Number: 93d8, Record Type: 2
TM Record 18c6 - Number: 93d2, Record Type: 1
TM Record 18c7 - Number: 93d8, Record Type: 2
TM Record 18c8 - Number: 93d8, Record Type: 2
TM Record 18c9 - Number: 93d8, Record Type: 2
TM Record 18ca - Number: 93cb, Record Type: 1
TM Record 18cb - Number: 93d8, Record Type: 2
TM Record 18cc - Number: 93d8, Record Type: 2
TM Record 18cd - Number: 93d8, Record Type: 2
TM Record 18ce - Number: 93d9, Record Type: 2
TM Record 18cf - Number: 93d9, Record Type: 2
TM Record 18d0 - Number: 93d9, Record Type: 2
TM Record 18d1 - Number: 93d9, Record Type: 2
TM Record 18d2 - Number: 93dd, Record Type: 2
TM Record 18d3 - Number: 93dd, Record Type: 2
TM Record 18d4 - Number: 93dd, Record Type: 2
TM Record 18d5 - Number: 93dd, Record Type: 2
TM Record 18d6 - Number: 93dd, Record Type: 2
TM Record 18d7 - Number: 92aa, Record Type: 1
TM Record 18d8 - Number: 93dd, Record Type: 2
TM Record 18d9 - Number: 93dd, Record Type: 2
TM Record 18da - Number: 93dd, Record Type: 2
TM Record 18db - Number: 93dd, Record Type: 2
TM Record 18dc - Number: 93de, Record Type: 2
TM Record 18dd - Number: 93de, Record Type: 2
TM Record 18de - Number: 9282, Record Type: 1
TM Record 18df - Number: 93de, Record Type: 2
TM Record 18e0 - Number: 93de, Record Type: 2
TM Record 18e1 - Number: 93de, Record Type: 2
TM Record 18e2 - Number: 93de, Record Type: 2
TM Record 18e3 - Number: 93de, Record Type: 2
TM Record 18e4 - Number: 93de, Record Type: 2
TM Record 18e5 - Number: 93de, Record Type: 2
TM Record 18e6 - Number: 925b, Record Type: 1
TM Record 18e7 - Number: 93df, Record Type: 2
TM Record 18e8 - Number: 93df, Record Type: 2
TM Record 18e9 - Number: 93df, Record Type: 2
TM Record 18ea - Number: 93df, Record Type: 2
TM Record 18eb - Number: 922d, Record Type: 1
TM Record 18ec - Number: 93df, Record Type: 2
TM Record 18ed - Number: 93df, Record Type: 2
TM Record 18ee - Number: 93df, Record Type: 2
TM Record 18ef - Number: 9229, Record Type: 1
TM Record 18f0 - Number: 93df, Record Type: 2
TM Record 18f1 - Number: 93df, Record Type: 2
TM Record 18f2 - Number: 93df, Record Type: 2
TM Record 18f3 - Number: 9225, Record Type: 1
TM Record 18f4 - Number: 93df, Record Type: 2
TM Record 18f5 - Number: 93df, Record Type: 2
TM Record 18f6 - Number: 93df, Record Type: 2
TM Record 18f7 - Number: 93df, Record Type: 2
TM Record 18f8 - Number: 93df, Record Type: 2
TM Record 18f9 - Number: 93df, Record Type: 2
TM Record 18fa - Number: 9215, Record Type: 1
TM Record 18fb - Number: 93df, Record Type: 2
TM Record 18fc - Number: 93df, Record Type: 2
TM Record 18fd - Number: 91ea, Record Type: 1
TM Record 18fe - Number: 93e0, Record Type: 2
TM Record 18ff - Number: 91ea, Record Type: 1
TM Record 1900 - Number: 93e5, Record Type: 2
TM Record 1901 - Number: 93e5, Record Type: 2
TM Record 1902 - Number: 90e8, Record Type: 1
TM Record 1903 - Number: 93e5, Record Type: 2
TM Record 1904 - Number: 93e5, Record Type: 2
TM Record 1905 - Number: 93e5, Record Type: 2
TM Record 1906 - Number: 90dd, Record Type: 1
TM Record 1907 - Number: 93e5, Record Type: 2
TM Record 1908 - Number: 93e5, Record Type: 2
TM Record 1909 - Number: 90b2, Record Type: 1
TM Record 190a - Number: 93e5, Record Type: 2
TM Record 190b - Number: 90b2, Record Type: 1
TM Record 190c - Number: 93e5, Record Type: 2
TM Record 190d - Number: 93e5, Record Type: 2
TM Record 190e - Number: 90c1, Record Type: 1
TM Record 190f - Number: 93e5, Record Type: 2
TM Record 1910 - Number: 93e5, Record Type: 2
TM Record 1911 - Number: 93e5, Record Type: 2
TM Record 1912 - Number: 90b6, Record Type: 1
TM Record 1913 - Number: 93e5, Record Type: 2
TM Record 1914 - Number: 93e6, Record Type: 2
TM Record 1915 - Number: 908b, Record Type: 1
TM Record 1916 - Number: 93e6, Record Type: 2
TM Record 1917 - Number: 908b, Record Type: 1
TM Record 1918 - Number: 93e6, Record Type: 2
TM Record 1919 - Number: 93e6, Record Type: 2
TM Record 191a - Number: 909a, Record Type: 1
TM Record 191b - Number: 93e6, Record Type: 2
TM Record 191c - Number: 93e6, Record Type: 2
TM Record 191d - Number: 93e6, Record Type: 2
TM Record 191e - Number: 908e, Record Type: 1
TM Record 191f - Number: 93e6, Record Type: 2
TM Record 1920 - Number: 93ef, Record Type: 2
TM Record 1921 - Number: 93ef, Record Type: 2
TM Record 1922 - Number: 8eaa, Record Type: 1
TM Record 1923 - Number: 93ef, Record Type: 2
TM Record 1924 - Number: 93ef, Record Type: 2
TM Record 1925 - Number: 93ef, Record Type: 2
TM Record 1926 - Number: 8ea6, Record Type: 1
TM Record 1927 - Number: 93ef, Record Type: 2
TM Record 1928 - Number: 93ef, Record Type: 2
TM Record 1929 - Number: 93ef, Record Type: 2
TM Record 192a - Number: 8ea2, Record Type: 1
TM Record 192b - Number: 93ef, Record Type: 2
TM Record 192c - Number: 93ef, Record Type: 2
TM Record 192d - Number: 93ef, Record Type: 2
TM Record 192e - Number: 8e9a, Record Type: 1
TM Record 192f - Number: 93ef, Record Type: 2
TM Record 1930 - Number: 93ef, Record Type: 2
TM Record 1931 - Number: 93ef, Record Type: 2
TM Record 1932 - Number: 8e83, Record Type: 1
TM Record 1933 - Number: 93ef, Record Type: 2
TM Record 1934 - Number: 93ef, Record Type: 2
TM Record 1935 - Number: 93ef, Record Type: 2
TM Record 1936 - Number: 93f0, Record Type: 2
TM Record 1937 - Number: 8e7f, Record Type: 1
TM Record 1938 - Number: 93f0, Record Type: 2
TM Record 1939 - Number: 93f0, Record Type: 2
TM Record 193a - Number: 93f0, Record Type: 2
TM Record 193b - Number: 8e7b, Record Type: 1
TM Record 193c - Number: 93f0, Record Type: 2
TM Record 193d - Number: 93f0, Record Type: 2
TM Record 193e - Number: 93f0, Record Type: 2
TM Record 193f - Number: 93f0, Record Type: 2
TM Record 1940 - Number: 93f0, Record Type: 2
TM Record 1941 - Number: 8e73, Record Type: 1
TM Record 1942 - Number: 93f0, Record Type: 2
TM Record 1943 - Number: 93f0, Record Type: 2
TM Record 1944 - Number: 93f0, Record Type: 2
TM Record 1945 - Number: 8e5c, Record Type: 1
TM Record 1946 - Number: 93f0, Record Type: 2
TM Record 1947 - Number: 93f0, Record Type: 2
TM Record 1948 - Number: 93f0, Record Type: 2
TM Record 1949 - Number: 8e58, Record Type: 1
TM Record 194a - Number: 93f0, Record Type: 2
TM Record 194b - Number: 93f0, Record Type: 2
TM Record 194c - Number: 93f0, Record Type: 2
TM Record 194d - Number: 93f0, Record Type: 2
TM Record 194e - Number: 93f1, Record Type: 2
TM Record 194f - Number: 8e35, Record Type: 1
TM Record 1950 - Number: 93f1, Record Type: 2
TM Record 1951 - Number: 93f1, Record Type: 2
TM Record 1952 - Number: 93f1, Record Type: 2
TM Record 1953 - Number: 8e31, Record Type: 1
TM Record 1954 - Number: 93f1, Record Type: 2
TM Record 1955 - Number: 93f1, Record Type: 2
TM Record 1956 - Number: 93f1, Record Type: 2
TM Record 1957 - Number: 8e2d, Record Type: 1
TM Record 1958 - Number: 93f1, Record Type: 2
TM Record 1959 - Number: 93f1, Record Type: 2
TM Record 195a - Number: 93f1, Record Type: 2
TM Record 195b - Number: 8e25, Record Type: 1
TM Record 195c - Number: 93f1, Record Type: 2
TM Record 195d - Number: 93f1, Record Type: 2
TM Record 195e - Number: 93f1, Record Type: 2
TM Record 195f - Number: 8e0e, Record Type: 1
TM Record 1960 - Number: 93f1, Record Type: 2
TM Record 1961 - Number: 93f1, Record Type: 2
TM Record 1962 - Number: 93f1, Record Type: 2
TM Record 1963 - Number: 93f2, Record Type: 2
TM Record 1964 - Number: 8e0a, Record Type: 1
TM Record 1965 - Number: 93f2, Record Type: 2
TM Record 1966 - Number: 93f2, Record Type: 2
TM Record 1967 - Number: 93f2, Record Type: 2
TM Record 1968 - Number: 8e06, Record Type: 1
TM Record 1969 - Number: 93f2, Record Type: 2
TM Record 196a - Number: 93f2, Record Type: 2
TM Record 196b - Number: 93f2, Record Type: 2
TM Record 196c - Number: 8dfe, Record Type: 1
TM Record 196d - Number: 93f2, Record Type: 2
TM Record 196e - Number: 93f2, Record Type: 2
TM Record 196f - Number: 93f2, Record Type: 2
TM Record 1970 - Number: 8de7, Record Type: 1
TM Record 1971 - Number: 93f2, Record Type: 2
TM Record 1972 - Number: 93f2, Record Type: 2
TM Record 1973 - Number: 93f2, Record Type: 2
TM Record 1974 - Number: 8de3, Record Type: 1
TM Record 1975 - Number: 93f2, Record Type: 2
TM Record 1976 - Number: 93f2, Record Type: 2
TM Record 1977 - Number: 93f2, Record Type: 2
TM Record 1978 - Number: 8ddf, Record Type: 1
TM Record 1979 - Number: 93f2, Record Type: 2
TM Record 197a - Number: 93f2, Record Type: 2
TM Record 197b - Number: 8ddb, Record Type: 1
TM Record 197c - Number: 93f2, Record Type: 2
TM Record 197d - Number: 93f2, Record Type: 2
TM Record 197e - Number: 93f2, Record Type: 2
TM Record 197f - Number: 8dcf, Record Type: 1
TM Record 1980 - Number: 93f2, Record Type: 2
TM Record 1981 - Number: 93f3, Record Type: 2
TM Record 1982 - Number: 8da4, Record Type: 1
TM Record 1983 - Number: 9404, Record Type: 2
TM Record 1984 - Number: 9404, Record Type: 2
TM Record 1985 - Number: 9405, Record Type: 2
TM Record 1986 - Number: 89a9, Record Type: 1
TM Record 1987 - Number: 9405, Record Type: 2
TM Record 1988 - Number: 9405, Record Type: 2
TM Record 1989 - Number: 9405, Record Type: 2
TM Record 198a - Number: 8982, Record Type: 1
TM Record 198b - Number: 9405, Record Type: 2
TM Record 198c - Number: 9406, Record Type: 2
TM Record 198d - Number: 9406, Record Type: 2
TM Record 198e - Number: 895b, Record Type: 1
TM Record 198f - Number: 9406, Record Type: 2
TM Record 1990 - Number: 9406, Record Type: 2
TM Record 1991 - Number: 9406, Record Type: 2
TM Record 1992 - Number: 9406, Record Type: 2
TM Record 1993 - Number: 9406, Record Type: 2
TM Record 1994 - Number: 8934, Record Type: 1
TM Record 1995 - Number: 9406, Record Type: 2
TM Record 1996 - Number: 9407, Record Type: 2
TM Record 1997 - Number: 9407, Record Type: 2
TM Record 1998 - Number: 890d, Record Type: 1
TM Record 1999 - Number: 9407, Record Type: 2
TM Record 199a - Number: 940b, Record Type: 2
TM Record 199b - Number: 940b, Record Type: 2
TM Record 199c - Number: 940b, Record Type: 2
TM Record 199d - Number: 87ff, Record Type: 1
TM Record 199e - Number: 940b, Record Type: 2
TM Record 199f - Number: 940b, Record Type: 2
TM Record 19a0 - Number: 940b, Record Type: 2
TM Record 19a1 - Number: 940b, Record Type: 2
TM Record 19a2 - Number: 8817, Record Type: 1
TM Record 19a3 - Number: 940b, Record Type: 2
TM Record 19a4 - Number: 940b, Record Type: 2
TM Record 19a5 - Number: 940b, Record Type: 2
TM Record 19a6 - Number: 880f, Record Type: 1
TM Record 19a7 - Number: 940b, Record Type: 2
TM Record 19a8 - Number: 940b, Record Type: 2
TM Record 19a9 - Number: 940b, Record Type: 2
TM Record 19aa - Number: 8803, Record Type: 1
TM Record 19ab - Number: 940b, Record Type: 2
TM Record 19ac - Number: 940b, Record Type: 2
TM Record 19ad - Number: 87d8, Record Type: 1
TM Record 19ae - Number: 940b, Record Type: 2
TM Record 19af - Number: 940b, Record Type: 2
TM Record 19b0 - Number: 940b, Record Type: 2
TM Record 19b1 - Number: 940b, Record Type: 2
TM Record 19b2 - Number: 87ef, Record Type: 1
TM Record 19b3 - Number: 940b, Record Type: 2
TM Record 19b4 - Number: 940b, Record Type: 2
TM Record 19b5 - Number: 940b, Record Type: 2
TM Record 19b6 - Number: 940f, Record Type: 2
TM Record 19b7 - Number: 940f, Record Type: 2
TM Record 19b8 - Number: 940f, Record Type: 2
TM Record 19b9 - Number: 871d, Record Type: 1
TM Record 19ba - Number: 9410, Record Type: 2
TM Record 19bb - Number: 9410, Record Type: 2
TM Record 19bc - Number: 9410, Record Type: 2
TM Record 19bd - Number: 9410, Record Type: 2
TM Record 19be - Number: 9410, Record Type: 2
TM Record 19bf - Number: 86f5, Record Type: 1
TM Record 19c0 - Number: 9410, Record Type: 2
TM Record 19c1 - Number: 9410, Record Type: 2
TM Record 19c2 - Number: 9410, Record Type: 2
TM Record 19c3 - Number: 86ce, Record Type: 1
TM Record 19c4 - Number: 294, Record Type: ff
TM Record 19c5 - Number: 941a, Record Type: 2
TM Record 19c6 - Number: 941a, Record Type: 2
TM Record 19c7 - Number: 8494, Record Type: 1
TM Record 19c8 - Number: 941a, Record Type: 2
TM Record 19c9 - Number: 941a, Record Type: 2
TM Record 19ca - Number: 941a, Record Type: 2
TM Record 19cb - Number: 848c, Record Type: 1
TM Record 19cc - Number: 941a, Record Type: 2
TM Record 19cd - Number: 941a, Record Type: 2
TM Record 19ce - Number: 941a, Record Type: 2
TM Record 19cf - Number: 8481, Record Type: 1
TM Record 19d0 - Number: 941b, Record Type: 2
TM Record 19d1 - Number: 941b, Record Type: 2
TM Record 19d2 - Number: 8456, Record Type: 1
TM Record 19d3 - Number: 941b, Record Type: 2
TM Record 19d4 - Number: 941b, Record Type: 2
TM Record 19d5 - Number: 941b, Record Type: 2
TM Record 19d6 - Number: 941b, Record Type: 2
TM Record 19d7 - Number: 846d, Record Type: 1
TM Record 19d8 - Number: 941b, Record Type: 2
TM Record 19d9 - Number: 941b, Record Type: 2
TM Record 19da - Number: 941b, Record Type: 2
TM Record 19db - Number: 8465, Record Type: 1
TM Record 19dc - Number: 941b, Record Type: 2
TM Record 19dd - Number: 941b, Record Type: 2
TM Record 19de - Number: 941b, Record Type: 2
TM Record 19df - Number: 941b, Record Type: 2
TM Record 19e0 - Number: 941b, Record Type: 2
TM Record 19e1 - Number: 941f, Record Type: 2
TM Record 19e2 - Number: 941f, Record Type: 2
TM Record 19e3 - Number: 8367, Record Type: 1
TM Record 19e4 - Number: 941f, Record Type: 2
TM Record 19e5 - Number: 9423, Record Type: 2
TM Record 19e6 - Number: 9423, Record Type: 2
TM Record 19e7 - Number: 827d, Record Type: 1
TM Record 19e8 - Number: 9423, Record Type: 2
TM Record 19e9 - Number: fe0f, Record Type: 9f
TM Record 19ea - Number: 942a, Record Type: 2
TM Record 19eb - Number: 80cf, Record Type: 1
TM Record 19ec - Number: 942a, Record Type: 2
TM Record 19ed - Number: 942c, Record Type: 2
TM Record 19ee - Number: 942c, Record Type: 2
TM Record 19ef - Number: 8033, Record Type: 1
TM Record 19f0 - Number: 942c, Record Type: 2
TM Record 19f1 - Number: 942e, Record Type: 2
TM Record 19f2 - Number: 942e, Record Type: 2
TM Record 19f3 - Number: 800c, Record Type: 1
TM Record 19f4 - Number: 942e, Record Type: 2
TM Record 19f5 - Number: 942e, Record Type: 2
TM Record 19f6 - Number: 942e, Record Type: 2
TM Record 19f7 - Number: 7fe5, Record Type: 1
TM Record 19f8 - Number: 942e, Record Type: 2
TM Record 19f9 - Number: 942f, Record Type: 2
TM Record 19fa - Number: 942f, Record Type: 2
TM Record 19fb - Number: 942f, Record Type: 2
TM Record 19fc - Number: 9432, Record Type: 2
TM Record 19fd - Number: 9432, Record Type: 2
TM Record 19fe - Number: 7eeb, Record Type: 1
TM Record 19ff - Number: 9432, Record Type: 2
TM Record 1a00 - Number: 9432, Record Type: 2
TM Record 1a01 - Number: 9432, Record Type: 2
TM Record 1a02 - Number: 7ee3, Record Type: 1
TM Record 1a03 - Number: 9433, Record Type: 2
TM Record 1a04 - Number: 9433, Record Type: 2
TM Record 1a05 - Number: 7eb0, Record Type: 1
